date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:42	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:43	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:43	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:43	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:43	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:44	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Jan%202025%2019:57:43%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.3f.delayed	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:44	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:45	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Jan%202025%2019:57:44%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:45	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:45	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Jan%202025%2019:57:45%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:45	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:45	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Jan%202025%2019:57:45%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:46	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:46	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Jan%202025%2019:57:45%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:46	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:46	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:47	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:47	232/232	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/damask/button-48.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/button-48.png	(from https://ninjakit-assets.ixstudio.net/assets/admin/css/ninja-sqs.css)
20:57:57	79278/79278	---M--	200	added ('OK')	image/jpeg	etag:CJK7lJ/53O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612878663604-FRUFR02780LFQFK6KLII/sfondo-per-sito.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612878663604-FRUFR02780LFQFK6KLII/sfondo-per-sito.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:02	81578/81578	---M--	200	added ('OK')	image/jpeg	etag:CPSju+6T3e4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612885809037-E0AELP19WTK85LJV0EBR/sfondo-per-sito2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612885809037-E0AELP19WTK85LJV0EBR/sfondo-per-sito2.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:48	395537/395537	---M--	200	added ('OK')	image/jpeg	etag:CI/07PTx0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612533097842-QIGFBSKRLLQ89A32M7YA/1.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612533097842-QIGFBSKRLLQ89A32M7YA/1.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:50	343836/343836	---M--	200	added ('OK')	image/jpeg	etag:CKWsoezp0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/d0cc7fca-1a8c-480c-a4d5-8eeda99e196b/3.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/d0cc7fca-1a8c-480c-a4d5-8eeda99e196b/3.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:56	31930/31930	---M--	200	added ('OK')	image/jpeg	etag:CMHdidOJ7O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613398463567-1WU5Q36IQIKG8EPHY4A9/sfondo-per-sitopipistrelloscorpione.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613398463567-1WU5Q36IQIKG8EPHY4A9/sfondo-per-sitopipistrelloscorpione.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:56	24049/24049	---M--	200	added ('OK')	image/jpeg	etag:CI3r3Nrb4e4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613042534350-K97CCWBQOYJJNYEL6CSX/sfondo-per-sito.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613042534350-K97CCWBQOYJJNYEL6CSX/sfondo-per-sito.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:58:56	427879/427879	---M--	200	added ('OK')	image/jpeg	etag:CPzbke/p0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/db6cfe59-193a-4b2c-b3fa-f1c8c62cb520/2%2C.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/db6cfe59-193a-4b2c-b3fa-f1c8c62cb520/2,.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
20:59:59	393067/393067	---M--	200	added ('OK')	image/jpeg	etag:CPuK2P/p0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/df8b732a-dd6a-48d9-b074-65b325ea804f/5.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/df8b732a-dd6a-48d9-b074-65b325ea804f/5.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:00:01	404420/404420	---M--	200	added ('OK')	image/jpeg	etag:CJ/jxpXq0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/64d427da-f33e-4d06-bbad-5563d13a10f3/6.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/64d427da-f33e-4d06-bbad-5563d13a10f3/6.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:00:02	419103/419103	---M--	200	added ('OK')	image/jpeg	etag:CM+H5Prp0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/aba02dc2-2eaf-47e4-8d7b-a00618929613/4.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/aba02dc2-2eaf-47e4-8d7b-a00618929613/4.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:00:14	93820/93820	---M--	200	added ('OK')	image/jpeg	etag:CMnY6oLb4e4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613042349967-BUYF89DHYHFCMEWQ6OYC/sfondo-per-sito2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613042349967-BUYF89DHYHFCMEWQ6OYC/sfondo-per-sito2.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:00:20	125556/125556	---M--	200	added ('OK')	image/jpeg	etag:CNbr/JqO7O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613399687530-13SKGZZZVVOG1CHAM0RP/sfondo-per-sitzzzzzzzzzzzzo2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613399687530-13SKGZZZVVOG1CHAM0RP/sfondo-per-sitzzzzzzzzzzzzo2.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:16	413786/413786	---M--	200	added ('OK')	image/jpeg	etag:CPiY8pTq0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/264933b1-7cf2-49ae-964e-a8d6e570df3f/8.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/264933b1-7cf2-49ae-964e-a8d6e570df3f/8.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:18	87142/87142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22765fee648a223fdae7384a2c57b1ed67%22	https://drum-nonagon-rhas.squarespace.com/portfolio-2	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/portfolio-2.5c.delayed	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:19	403926/403926	---M--	200	added ('OK')	image/jpeg	etag:CP/t5Jjq0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/569f4a8f-aa0c-4e0a-9a52-7b74b06f452f/9.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/569f4a8f-aa0c-4e0a-9a52-7b74b06f452f/9.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:20	2064/2064	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2029%20Jan%202025%2020:01:20%20UTC	https://drum-nonagon-rhas.squarespace.com/%22https://player.vimeo.com/video/520296890?app_id=122963\%22	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/_https_/player.vimeo.com/video/520296890.5e4320.delayed	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:22	87142/87142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22765fee648a223fdae7384a2c57b1ed67%22	https://drum-nonagon-rhas.squarespace.com/%22https://player.vimeo.com/video/520296890?app_id=122963%22	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/_https_/player.vimeo.com/video/520296890.5f4f9a.delayed	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:31	592197/592197	---M--	200	added ('OK')	image/jpeg	etag:CNaS5pzq0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/e7bea5f0-c129-4978-9b1c-d5976f833771/7%2C%2C.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/e7bea5f0-c129-4978-9b1c-d5976f833771/7,,.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:34	6458717/6458717	---M-Z	200	added ('OK')	text/javascript	etag:%22b6d78cc9a9dfe77fc7964dcb5ffbbe12%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-d05e11480328e977079f-min.it-IT.js	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-d05e11480328e977079f-min.it-IT.js	(from https://drum-nonagon-rhas.squarespace.com/cart)
21:01:34	122461/122461	---M--	200	added ('OK')	image/jpeg	etag:CJ++6+7/q/ECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390953542-KA5TOJFJAP3I01OF1F1X/NEGOZIO.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390953542-KA5TOJFJAP3I01OF1F1X/NEGOZIO.jpg	(from https://drum-nonagon-rhas.squarespace.com/video)
21:01:34	216932/216932	---M--	200	added ('OK')	image/jpeg	etag:CPmq74/W+O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613831308392-Z3BUS0CAUM9ESY03WEDY/locandina-metamorfosi-film2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613831308392-Z3BUS0CAUM9ESY03WEDY/locandina-metamorfosi-film2.jpg	(from https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose)
21:01:34	306219/306219	---M--	200	added ('OK')	image/jpeg	etag:CNb9oP3ch+8CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1614348543028-ASEFPWRX65SMLSM1M1Y6/locandina-metamorfosi-film2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1614348543028-ASEFPWRX65SMLSM1M1Y6/locandina-metamorfosi-film2.jpg	(from https://drum-nonagon-rhas.squarespace.com/video)
21:01:35	111878/111878	---MCZ	200	added ('OK')	text/html	etag:W/%2289a16e577f6621fa986572716ed5d97e--gzip%22	https://drum-nonagon-rhas.squarespace.com/video/project-one-dkaww	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/video/project-one-dkaww.html	(from https://drum-nonagon-rhas.squarespace.com/video)
21:01:35	214093/214093	---M--	200	added ('OK')	image/jpeg	etag:CKClrIXV+O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613831017051-RV3RP26BI2QAJB9DC2HX/locandina-metamorfosi-film2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613831017051-RV3RP26BI2QAJB9DC2HX/locandina-metamorfosi-film2.jpg	(from https://drum-nonagon-rhas.squarespace.com/about-us-by-thomas-giustini)
21:01:35	34256/34256	---M--	200	added ('OK')	image/jpeg	etag:CNXT6Mje5O4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613146380194-5LEJFJUIAUS66ZQ6Q4QD/sfondo-per-sito.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1613146380194-5LEJFJUIAUS66ZQ6Q4QD/sfondo-per-sito.jpg	(from https://drum-nonagon-rhas.squarespace.com/about-us-by-thomas-giustini)
21:01:36	17273/17273	---M--	200	added ('OK')	image/jpeg	etag:CO7r4q2HuPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/a7b778ab-55e6-456b-a8fe-8447688329fd/2665.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/a7b778ab-55e6-456b-a8fe-8447688329fd/2665.jpg	(from https://drum-nonagon-rhas.squarespace.com/about-us-by-thomas-giustini)
21:01:36	135256/135256	---MCZ	200	added ('OK')	text/html	etag:W/%22f7905a8e852e94a7f2e178097ffd4cf2--gzip%22	https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni.html	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts)
21:01:37	457127/457127	---M--	200	added ('OK')	image/jpeg	etag:CNq/o83EuPACEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620423672391-G5F7VRO7XDBZXD7QAWO6/massimozambonipostercopertinaaa.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620423672391-G5F7VRO7XDBZXD7QAWO6/massimozambonipostercopertinaaa.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts)
21:01:37	7921/7921	---M--	200	added ('OK')	image/jpeg	etag:CJmgv8CBrPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624391393964-Y2X1YPXJH6CM3EL54H7Y/SFONDO%25C3%25A8ERSITOCREDIT-THOUGHTS.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624391393964-Y2X1YPXJH6CM3EL54H7Y/SFONDO%C3%A8ERSITOCREDIT-THOUGHTS.jpg	(from https://drum-nonagon-rhas.squarespace.com/contact)
21:01:38	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Wed,%2029%20Jan%202025%2020:01:37%20GMT	http://static1.squarespace.com/static/601ac3d2c234584dde75194d/6039008231988d4456629a8d/6039008231988d4456629ac2/1614348644260/locandina-metamorfosi-film2.jpg?format=1500w	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/static/601ac3d2c234584dde75194d/6039008231988d4456629a8d/6039008231988d4456629ac2/1614348644260/locandina-metamorfosi-film2.6926f7.delayed	(from https://drum-nonagon-rhas.squarespace.com/video/project-one-dkaww)
21:01:41	87142/87142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22765fee648a223fdae7384a2c57b1ed67%22	https://drum-nonagon-rhas.squarespace.com/video/%22https://player.vimeo.com/video/520296890?app_id=122963%22	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/video/_https_/player.vimeo.com/video/520296890.6c4f9a.delayed	(from https://drum-nonagon-rhas.squarespace.com/video/project-one-dkaww)
21:01:41	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Wed,%2029%20Jan%202025%2020:01:41%20GMT	http://static1.squarespace.com/static/601ac3d2c234584dde75194d/608eb755a683937d030197a6/6094404c32750f0a05f538c4/1621321914228/massimozambonipostercopertinaaa.jpg?format=1500w	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/static/601ac3d2c234584dde75194d/608eb755a683937d030197a6/6094404c32750f0a05f538c4/1621321914228/massimozambonipostercopertinaaa26f7.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni)
21:01:42	45944/45944	---M-Z	200	added ('OK')	text/javascript	etag:W/%22c54c2a43247fa6e74fbc8b108d65a4a3%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-570a6955922d5b930c78-min.it-IT.js	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-570a6955922d5b930c78-min.it-IT.js	(from https://drum-nonagon-rhas.squarespace.com/video/project-one-dkaww)
21:01:42	149535/149535	---M--	200	added ('OK')	image/jpeg	etag:CNrMoP3ch+8CEAE=	https://images.squarespace-cdn.com/content/601ac3d2c234584dde75194d/1614348543028-ASEFPWRX65SMLSM1M1Y6/locandina-metamorfosi-film2.jpg?format=1500w&content-type=image%2Fjpeg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/601ac3d2c234584dde75194d/1614348543028-ASEFPWRX65SMLSM1M1Y6/locandina-metamorfosi-film243a3.jpg	(from https://drum-nonagon-rhas.squarespace.com/video/project-one-dkaww)
21:01:42	273499/273499	---M--	200	added ('OK')	image/jpeg	etag:CIOoo83EuPACEAE=	https://images.squarespace-cdn.com/content/601ac3d2c234584dde75194d/1620423672391-G5F7VRO7XDBZXD7QAWO6/massimozambonipostercopertinaaa.jpg?format=1500w&content-type=image%2Fjpeg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/601ac3d2c234584dde75194d/1620423672391-G5F7VRO7XDBZXD7QAWO6/massimozambonipostercopertinaaa43a3.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni)
21:01:43	457464/457464	---M--	200	added ('OK')	image/jpeg	etag:CNaWm6PitfACEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620328560907-KZIT6OADEZQKZ5KLCFD5/massimozambonipostercopertinaaaaa.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620328560907-KZIT6OADEZQKZ5KLCFD5/massimozambonipostercopertinaaaaa.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni)
21:01:43	443569/443569	---M--	200	added ('OK')	image/jpeg	etag:CLCegOPGuPACEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620424257233-QTI037KN66U88IZ6OVKJ/massimozambonipostbjivkjvkvkvkjvjha.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620424257233-QTI037KN66U88IZ6OVKJ/massimozambonipostbjivkjvkvkvkjvjha.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni)
21:01:43	589299/589299	---M--	200	added ('OK')	image/jpeg	etag:CIr9st+Vq/ACEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1619964419867-PDXK9YTQ7VZQMLWJRWZ2/img5.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1619964419867-PDXK9YTQ7VZQMLWJRWZ2/img5.jpg	(from https://drum-nonagon-rhas.squarespace.com/creditsthoughts/massimozamboni)
